,datetimestamp,T,RH,AH,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),CO(GT)
3334,1096495200,19.7,49.3,1.1148,1116.0,1012.0,699.0,1445.0,1290.0,1.9
3335,1096498800,20.3,47.8,1.1281,981.0,860.0,812.0,1298.0,1059.0,1.2
3336,1096502400,19.4,50.3,1.1201,947.0,798.0,869.0,1276.0,943.0,0.9
3337,1096549200,24.6,44.1,1.3477,1200.0,1021.0,678.0,1510.0,1157.0,1.7
3338,1096552800,25.6,43.4,1.4049,1290.0,1151.0,613.0,1638.0,1219.0,2.2
3339,1096556400,26.1,42.6,1.4172,1366.0,1223.0,578.0,1744.0,1288.0,2.8
3340,1096560000,25.8,44.8,1.4644,1505.0,1388.0,516.0,1978.0,1503.0,3.9
3341,1096570800,23.6,54.4,1.5687,1636.0,1553.0,449.0,2130.0,1745.0,5.7
3342,1096574400,22.6,59.5,1.6155,1468.0,1296.0,529.0,1854.0,1590.0,4.4
3343,1096578000,22.1,61.3,1.6133,1180.0,997.0,677.0,1549.0,1127.0,1.6
3344,1096581600,22.1,61.3,1.6053,1138.0,938.0,700.0,1500.0,1098.0,1.5
3345,1096585200,21.1,64.7,1.5956,1192.0,1004.0,665.0,1577.0,1176.0,1.7
3346,1096588800,20.3,66.4,1.5591,1176.0,993.0,659.0,1572.0,1178.0,1.9
3347,1096592400,19.4,69.3,1.5418,1137.0,967.0,687.0,1557.0,1091.0,1.6
3348,1096596000,19.0,70.8,1.5417,1035.0,851.0,764.0,1465.0,1002.0,1.3
3349,1096603200,19.8,67.2,1.5322,904.0,655.0,968.0,1326.0,824.0,0.6
3350,1096606800,19.0,70.3,1.5308,966.0,726.0,872.0,1371.0,892.0,0.7
3351,1096610400,18.8,71.8,1.5372,1124.0,972.0,674.0,1568.0,1092.0,1.6
3352,1096614000,20.2,66.3,1.555,1348.0,1217.0,559.0,1816.0,1413.0,2.9
3353,1096617600,20.8,64.3,1.563,1499.0,1501.0,469.0,2130.0,1565.0,4.1
3354,1096621200,22.3,59.3,1.5705,1427.0,1311.0,503.0,1900.0,1594.0,3.7
3355,1096624800,23.2,56.6,1.5929,1473.0,1330.0,497.0,1908.0,1677.0,3.6
3356,1096628400,23.8,54.7,1.587,1440.0,1294.0,506.0,1879.0,1616.0,3.4
3357,1096632000,23.5,56.2,1.6048,1474.0,1326.0,485.0,1943.0,1610.0,3.7
3358,1096635600,23.9,54.4,1.5963,1485.0,1359.0,477.0,2005.0,1614.0,4.1
3359,1096642800,25.4,47.4,1.517,1306.0,1079.0,603.0,1668.0,1286.0,2.4
3360,1096646400,26.4,45.4,1.54,1464.0,1251.0,530.0,1853.0,1487.0,3.4
3361,1096650000,25.8,46.9,1.5375,1629.0,1466.0,458.0,2130.0,1703.0,5.6
3362,1097164800,28.6,37.6,1.4468,1342.0,1157.0,572.0,1707.0,1195.0,2.9
3363,1097168400,28.0,38.5,1.437,1623.0,1522.0,447.0,2110.0,1618.0,5.4
3364,1097172000,25.2,45.8,1.4464,1576.0,1458.0,463.0,2024.0,1637.0,5.3
3365,1097182800,22.3,57.1,1.5219,1331.0,1194.0,559.0,1715.0,1477.0,2.8
3366,1097186400,21.8,58.2,1.5036,1182.0,1016.0,658.0,1572.0,1210.0,1.7
3367,1097190000,20.9,61.3,1.4923,1162.0,1008.0,658.0,1556.0,1160.0,1.7
3368,1097193600,20.6,62.0,1.4827,1147.0,964.0,668.0,1517.0,1116.0,1.7
3369,1097197200,20.3,62.5,1.472,1040.0,836.0,762.0,1423.0,974.0,1.2
3370,1097200800,20.5,62.1,1.4771,920.0,688.0,920.0,1317.0,820.0,0.7
3371,1097208000,18.2,70.3,1.4498,954.0,731.0,865.0,1360.0,839.0,0.8
3372,1097211600,18.2,70.1,1.4552,981.0,790.0,817.0,1390.0,898.0,0.9
3373,1097215200,18.2,70.0,1.4519,1147.0,1009.0,653.0,1589.0,1096.0,1.7
3374,1097222400,19.5,66.9,1.4999,1490.0,1424.0,465.0,2033.0,1604.0,4.3
3375,1097226000,21.1,61.1,1.5056,1473.0,1409.0,483.0,1984.0,1637.0,3.9
3376,1097229600,23.2,54.7,1.5349,1582.0,1539.0,435.0,2141.0,1827.0,5.1
3377,1097233200,24.4,52.5,1.5807,1468.0,1323.0,496.0,1913.0,1641.0,3.7
3378,1097236800,26.4,45.8,1.553,1413.0,1285.0,518.0,1883.0,1505.0,3.3
3379,1097240400,27.7,39.2,1.4356,1400.0,1331.0,520.0,1916.0,1465.0,3.6
3380,1097244000,28.0,39.6,1.4738,1361.0,1238.0,548.0,1805.0,1368.0,3.2
3381,1097247600,28.7,38.4,1.486,1389.0,1311.0,525.0,1845.0,1748.0,3.5
3382,1097251200,28.5,39.4,1.5147,1305.0,1167.0,586.0,1690.0,1301.0,2.4
3383,1097254800,28.4,39.8,1.5191,1354.0,1275.0,543.0,1799.0,1338.0,2.9
3384,1097258400,26.4,45.9,1.5572,1352.0,1296.0,534.0,1846.0,1337.0,2.3
3385,1097262000,25.2,49.5,1.5665,1472.0,1327.0,497.0,1895.0,1516.0,3.1
3386,1097265600,24.9,50.9,1.5856,1412.0,1256.0,525.0,1797.0,1435.0,2.9
3387,1097269200,24.6,52.2,1.5951,1221.0,1061.0,619.0,1615.0,1178.0,1.5
3388,1097272800,24.0,54.4,1.6049,1230.0,990.0,652.0,1559.0,1111.0,1.5
3389,1097276400,23.8,56.1,1.6298,1247.0,961.0,666.0,1569.0,1112.0,1.7
3390,1097280000,22.3,60.6,1.608,1217.0,975.0,665.0,1565.0,1109.0,1.6
3391,1097283600,21.9,61.5,1.5967,1158.0,923.0,673.0,1519.0,1072.0,1.3
3392,1097287200,21.1,64.5,1.594,1150.0,871.0,697.0,1502.0,1030.0,1.4
3393,1097294400,21.3,63.9,1.5951,1062.0,770.0,780.0,1450.0,922.0,0.9
3394,1097298000,20.8,66.7,1.6201,1157.0,890.0,681.0,1549.0,1054.0,1.3
3395,1097301600,20.6,67.5,1.621,1167.0,907.0,681.0,1548.0,1082.0,1.3
3396,1097305200,20.9,66.3,1.6165,1403.0,1229.0,523.0,1872.0,1365.0,2.9
3397,1097308800,21.5,63.7,1.6186,1453.0,1298.0,489.0,1940.0,1497.0,3.2
3398,1097312400,23.7,56.0,1.6238,1455.0,1260.0,502.0,1868.0,1540.0,3.4
3399,1097316000,26.0,48.2,1.598,1512.0,1282.0,498.0,1899.0,1554.0,3.6
3400,1097319600,28.5,42.4,1.6286,1331.0,1082.0,588.0,1689.0,1252.0,2.3
3401,1097323200,28.1,45.3,1.6957,1472.0,1246.0,512.0,1873.0,1455.0,3.1
3402,1097326800,29.0,43.9,1.7309,1430.0,1187.0,539.0,1812.0,1339.0,3.3
3403,1097330400,28.9,44.3,1.7392,1264.0,1016.0,624.0,1650.0,1062.0,1.9
3404,1097334000,29.6,42.3,1.7248,1378.0,1177.0,548.0,1775.0,1266.0,2.6
3405,1097337600,29.4,42.9,1.7308,1377.0,1123.0,578.0,1716.0,1223.0,2.7
3406,1097341200,28.7,45.1,1.7468,1527.0,1293.0,502.0,1907.0,1469.0,3.7
3407,1097344800,27.0,51.2,1.7928,1573.0,1343.0,470.0,1990.0,1553.0,3.8
3408,1097348400,26.5,52.7,1.7966,1674.0,1447.0,448.0,2065.0,1689.0,4.8
3409,1097352000,26.2,51.7,1.7334,1455.0,1218.0,535.0,1796.0,1387.0,3.5
3410,1097355600,24.8,56.4,1.7447,1242.0,1022.0,630.0,1641.0,1139.0,2.2
3411,1097359200,24.9,56.0,1.7367,1181.0,935.0,701.0,1565.0,960.0,1.5
3412,1097362800,24.5,57.5,1.7433,1468.0,1155.0,565.0,1738.0,1293.0,3.4
3413,1097366400,24.7,56.9,1.7438,1520.0,1217.0,552.0,1812.0,1357.0,3.7
3414,1097370000,23.9,59.2,1.7327,1203.0,1046.0,621.0,1664.0,1103.0,2.0
3415,1097373600,23.8,60.2,1.7515,1096.0,903.0,732.0,1560.0,857.0,1.4
3416,1097384400,22.2,65.6,1.7355,952.0,695.0,910.0,1429.0,627.0,0.7
3417,1097388000,21.3,69.1,1.7275,1082.0,825.0,753.0,1526.0,930.0,1.2
3418,1097391600,21.3,68.2,1.7127,1095.0,886.0,705.0,1574.0,1001.0,1.3
3419,1097395200,22.2,65.2,1.7256,1049.0,826.0,765.0,1521.0,917.0,1.1
3420,1097398800,24.1,59.0,1.7449,1055.0,795.0,807.0,1494.0,834.0,1.0
3421,1097402400,24.3,61.6,1.8468,1074.0,767.0,814.0,1489.0,796.0,1.2
3422,1097406000,24.8,59.6,1.8351,1229.0,941.0,680.0,1653.0,1040.0,1.9
3423,1097409600,24.5,58.8,1.7838,1228.0,952.0,668.0,1622.0,1110.0,2.3
3424,1097413200,21.0,76.8,1.8881,1107.0,807.0,768.0,1546.0,836.0,1.6
3425,1097416800,19.8,78.0,1.7879,1031.0,732.0,872.0,1476.0,704.0,1.3
3426,1097420400,19.4,80.5,1.7917,1155.0,804.0,815.0,1510.0,773.0,1.8
3427,1097424000,19.6,79.1,1.7877,1131.0,841.0,784.0,1531.0,811.0,1.7
3428,1097427600,20.8,73.1,1.7695,1143.0,890.0,744.0,1578.0,848.0,1.8
3429,1097431200,21.1,68.6,1.7014,1145.0,915.0,733.0,1586.0,892.0,2.0
3430,1097434800,21.1,68.3,1.6914,1169.0,910.0,726.0,1563.0,992.0,2.2
3431,1097438400,21.2,67.7,1.6848,1105.0,905.0,734.0,1576.0,950.0,1.6
3432,1097442000,20.8,68.6,1.6719,1049.0,817.0,806.0,1517.0,882.0,1.3
3433,1097445600,20.8,68.1,1.6585,1069.0,844.0,767.0,1527.0,883.0,1.5
3434,1097449200,20.7,68.4,1.6507,1073.0,838.0,768.0,1549.0,892.0,1.5
3435,1097452800,20.1,70.5,1.6384,1039.0,817.0,799.0,1502.0,836.0,1.3
3436,1097456400,20.2,67.9,1.5901,1021.0,811.0,794.0,1502.0,837.0,1.4
3437,1097460000,19.4,70.4,1.5663,825.0,536.0,1203.0,1302.0,498.0,0.5
3438,1097467200,17.9,77.7,1.5795,847.0,576.0,1139.0,1321.0,507.0,0.4
3439,1097470800,18.2,76.9,1.5945,903.0,679.0,956.0,1385.0,660.0,0.6
3440,1097474400,18.6,74.9,1.5918,1041.0,865.0,757.0,1486.0,902.0,1.1
3441,1097478000,19.6,70.3,1.5821,1314.0,1267.0,559.0,1888.0,1240.0,2.9
3442,1097481600,20.2,66.6,1.5567,1326.0,1416.0,499.0,1971.0,1395.0,3.5
3443,1097485200,19.7,68.9,1.5638,1464.0,1444.0,475.0,2049.0,1625.0,4.6
3444,1097488800,19.2,73.4,1.6192,1313.0,1213.0,564.0,1789.0,1359.0,3.4
3445,1097492400,20.0,69.6,1.607,1202.0,1058.0,647.0,1623.0,1152.0,2.3
3446,1097496000,21.1,64.0,1.5795,1225.0,1155.0,607.0,1738.0,1159.0,2.7
3447,1097499600,20.2,67.4,1.5832,1257.0,1248.0,557.0,1837.0,1179.0,3.1
3448,1097503200,20.2,68.9,1.6074,1271.0,1217.0,566.0,1810.0,1227.0,3.2
3449,1097506800,21.9,57.6,1.4942,1179.0,1120.0,634.0,1667.0,1119.0,2.5
3450,1097510400,23.2,52.0,1.4642,1278.0,1248.0,574.0,1814.0,1243.0,3.4
3451,1097514000,21.7,59.1,1.5115,1435.0,1429.0,499.0,2072.0,1449.0,4.8
3452,1097517600,20.8,61.4,1.4898,1326.0,1356.0,525.0,1966.0,1405.0,4.5
3453,1097521200,19.9,64.2,1.4711,1324.0,1335.0,537.0,1920.0,1444.0,4.0
3454,1097524800,19.7,65.1,1.4769,1206.0,1185.0,592.0,1751.0,1386.0,3.2
3455,1097528400,20.0,63.3,1.4672,1052.0,987.0,700.0,1556.0,1102.0,1.9
3456,1097532000,19.0,66.1,1.4415,1057.0,934.0,743.0,1525.0,1041.0,1.9
3457,1097535600,18.8,60.9,1.3032,952.0,833.0,846.0,1381.0,881.0,1.3
3458,1097539200,18.9,60.7,1.311,911.0,769.0,919.0,1340.0,791.0,1.1
3459,1097542800,18.1,65.2,1.343,898.0,742.0,915.0,1345.0,796.0,1.0
3460,1097546400,18.3,65.1,1.3529,809.0,593.0,1134.0,1277.0,647.0,0.5
3461,1097553600,17.8,67.5,1.3674,814.0,666.0,1029.0,1311.0,719.0,0.5
3462,1097557200,16.9,66.7,1.2772,857.0,705.0,982.0,1312.0,733.0,0.8
3463,1097560800,17.8,60.6,1.2276,935.0,810.0,881.0,1356.0,835.0,1.2
3464,1097564400,17.6,60.8,1.2151,1159.0,1110.0,671.0,1650.0,1094.0,2.7
3465,1097568000,17.9,57.8,1.1751,1102.0,1141.0,648.0,1594.0,1114.0,3.0
3466,1097658000,15.4,53.2,0.9246,896.0,809.0,882.0,1257.0,788.0,1.5
3467,1097661600,16.5,49.9,0.9289,882.0,776.0,932.0,1222.0,760.0,1.2
3468,1098302400,22.4,67.7,1.8161,1666.0,1553.0,409.0,2170.0,1780.0,6.0
3469,1098306000,22.0,69.2,1.8061,1506.0,1360.0,458.0,1944.0,1609.0,4.7
3470,1098309600,21.8,69.6,1.79,1378.0,1229.0,511.0,1820.0,1466.0,3.4
3471,1098313200,21.9,68.3,1.7699,1448.0,1283.0,496.0,1877.0,1504.0,3.9
3472,1098316800,21.7,69.7,1.7872,1481.0,1359.0,467.0,1957.0,1518.0,4.4
3473,1098320400,21.3,70.3,1.7574,1289.0,1161.0,552.0,1765.0,1289.0,3.3
3474,1098324000,20.8,71.7,1.7415,1109.0,951.0,664.0,1570.0,1076.0,2.0
3475,1098334800,21.3,69.5,1.7447,966.0,771.0,830.0,1420.0,900.0,0.8
3476,1098338400,21.5,67.5,1.708,1088.0,932.0,706.0,1565.0,1034.0,1.3
3477,1098342000,21.9,64.8,1.683,1303.0,1198.0,578.0,1791.0,1235.0,2.7
3478,1098345600,22.6,61.4,1.6645,1440.0,1412.0,494.0,2016.0,1455.0,3.6
3479,1098349200,22.6,61.5,1.6636,1392.0,1313.0,517.0,1866.0,1478.0,3.6
3480,1098352800,25.5,52.3,1.6796,1248.0,1167.0,572.0,1704.0,1393.0,2.6
3481,1098356400,27.0,47.6,1.67,1197.0,1058.0,634.0,1626.0,1237.0,2.0
3482,1098360000,25.2,53.3,1.6834,1357.0,1230.0,542.0,1834.0,1373.0,3.3
3483,1098367200,27.2,48.5,1.7172,1261.0,1148.0,585.0,1733.0,1287.0,2.1
3484,1098370800,26.9,50.0,1.7507,1382.0,1200.0,539.0,1807.0,1413.0,2.9
3485,1098374400,26.5,52.2,1.7769,1400.0,1230.0,519.0,1864.0,1483.0,3.0
3486,1098378000,27.0,51.0,1.7936,1443.0,1322.0,488.0,1933.0,1539.0,3.2
3487,1098381600,25.9,55.8,1.8347,1630.0,1520.0,427.0,2166.0,1691.0,4.4
3488,1098388800,24.7,58.7,1.8001,1600.0,1492.0,432.0,2160.0,1665.0,5.0
3489,1098392400,23.6,62.2,1.7863,1525.0,1427.0,450.0,2085.0,1577.0,4.3
3490,1098396000,22.4,67.1,1.794,1544.0,1409.0,448.0,2048.0,1603.0,4.3
3491,1098399600,21.6,69.2,1.763,1455.0,1357.0,466.0,1964.0,1530.0,4.2
3492,1098403200,21.3,68.5,1.7164,1203.0,1090.0,593.0,1655.0,1205.0,2.2
3493,1098406800,21.2,68.6,1.7046,1038.0,895.0,714.0,1474.0,999.0,1.3
3494,1098410400,20.3,70.6,1.6659,975.0,807.0,788.0,1423.0,904.0,1.0
3495,1098421200,18.7,74.4,1.5861,960.0,804.0,802.0,1435.0,886.0,0.9
3496,1098424800,19.8,69.2,1.5808,982.0,834.0,770.0,1435.0,911.0,1.0
3497,1098428400,19.8,69.4,1.5859,1359.0,1282.0,541.0,1912.0,1319.0,2.8
3498,1098432000,20.4,66.7,1.5781,1500.0,1503.0,437.0,2158.0,1927.0,4.1
3499,1098435600,22.3,60.6,1.6069,1315.0,1261.0,535.0,1830.0,1554.0,2.9
3500,1098439200,22.6,59.9,1.6246,1307.0,1248.0,525.0,1787.0,1565.0,2.7
3501,1098442800,24.5,54.5,1.6514,1235.0,1125.0,574.0,1704.0,1462.0,2.1
3502,1098446400,24.4,55.4,1.6712,1310.0,1194.0,538.0,1781.0,1487.0,2.4
3503,1098450000,26.0,51.9,1.7148,1459.0,1375.0,467.0,2007.0,1690.0,3.8
3504,1098453600,26.8,49.1,1.7101,1461.0,1358.0,474.0,2033.0,1603.0,3.7
3505,1098457200,26.4,49.8,1.6928,1476.0,1352.0,474.0,1996.0,1568.0,3.7
3506,1098460800,26.9,48.6,1.7017,1612.0,1496.0,429.0,2127.0,1743.0,5.5
3507,1098464400,26.2,48.9,1.634,1654.0,1546.0,435.0,2176.0,2007.0,5.4
3508,1098475200,22.3,62.5,1.6616,1494.0,1443.0,454.0,2020.0,1795.0,4.5
3509,1098478800,21.3,66.1,1.6556,1251.0,1107.0,579.0,1657.0,1407.0,2.5
3510,1098482400,21.2,65.7,1.6319,1132.0,965.0,669.0,1502.0,1211.0,1.6
3511,1098486000,20.3,68.1,1.6009,1158.0,970.0,664.0,1509.0,1202.0,1.7
3512,1098489600,20.4,66.7,1.583,1146.0,983.0,673.0,1518.0,1136.0,1.7
3513,1098493200,19.9,67.5,1.5544,993.0,813.0,792.0,1413.0,946.0,1.1
3514,1098496800,19.1,70.0,1.5331,989.0,814.0,800.0,1418.0,915.0,1.0
3515,1098507600,18.1,72.1,1.4834,925.0,742.0,876.0,1381.0,842.0,0.7
3516,1098511200,18.1,72.3,1.4927,1039.0,882.0,724.0,1473.0,1002.0,1.2
3517,1098514800,17.6,74.8,1.491,1208.0,1104.0,598.0,1699.0,1165.0,2.3
3518,1098518400,18.2,72.8,1.5048,1268.0,1179.0,545.0,1753.0,1294.0,3.0
3519,1098522000,20.2,65.8,1.5374,1353.0,1265.0,507.0,1833.0,1475.0,3.3
3520,1098525600,21.6,61.4,1.5696,1317.0,1171.0,542.0,1727.0,1436.0,2.8
3521,1098529200,23.3,57.5,1.6169,1356.0,1187.0,534.0,1738.0,1465.0,3.0
3522,1098532800,25.0,52.4,1.6356,1414.0,1279.0,504.0,1854.0,1583.0,3.4
3523,1098536400,25.4,50.8,1.6275,1326.0,1206.0,533.0,1785.0,1432.0,3.0
3524,1098540000,26.1,47.1,1.5724,1211.0,1067.0,609.0,1608.0,1270.0,2.3
3525,1098543600,27.0,44.2,1.549,1324.0,1173.0,564.0,1749.0,1354.0,3.1
3526,1098547200,27.2,43.0,1.5246,1324.0,1181.0,565.0,1747.0,1318.0,3.0
3527,1098550800,25.6,48.3,1.5641,1361.0,1189.0,549.0,1776.0,1351.0,3.3
3528,1098554400,23.3,57.9,1.6376,1475.0,1324.0,490.0,1925.0,1530.0,4.0
3529,1098558000,22.2,63.6,1.6763,1537.0,1381.0,469.0,2016.0,1615.0,4.6
3530,1098561600,21.6,67.7,1.7228,1413.0,1231.0,520.0,1853.0,1415.0,4.1
3531,1098565200,21.0,69.3,1.7058,1229.0,1055.0,607.0,1668.0,1219.0,2.3
3532,1098568800,20.3,70.5,1.6599,1297.0,1136.0,567.0,1725.0,1307.0,2.6
3533,1098572400,20.0,69.5,1.6109,1302.0,1088.0,594.0,1639.0,1297.0,2.6
3534,1098576000,19.7,70.1,1.5891,1347.0,1165.0,573.0,1741.0,1321.0,2.9
3535,1098579600,19.5,70.7,1.5851,1165.0,1042.0,631.0,1621.0,1133.0,2.1
3536,1098583200,19.4,71.4,1.5959,1155.0,1012.0,633.0,1577.0,1124.0,2.1
3537,1098594000,18.0,75.4,1.5441,1057.0,925.0,684.0,1503.0,972.0,1.4
3538,1098597600,17.3,78.4,1.532,1029.0,880.0,709.0,1451.0,965.0,1.2
3539,1098601200,17.5,76.6,1.5174,1037.0,902.0,704.0,1481.0,984.0,1.5
3540,1098604800,20.0,66.7,1.5401,920.0,755.0,853.0,1359.0,880.0,0.9
3541,1098608400,19.1,70.0,1.5366,1080.0,891.0,732.0,1477.0,1001.0,1.4
3542,1098612000,21.4,61.7,1.5547,1152.0,966.0,661.0,1542.0,1137.0,2.1
3543,1098615600,24.6,50.4,1.5363,1085.0,918.0,721.0,1467.0,1023.0,1.6
3544,1098619200,25.0,49.1,1.5295,1071.0,882.0,745.0,1431.0,962.0,1.5
3545,1098622800,25.3,46.7,1.4874,1000.0,807.0,811.0,1376.0,825.0,1.1
3546,1098626400,24.8,47.9,1.4819,1058.0,875.0,756.0,1421.0,877.0,1.4
3547,1098630000,25.3,48.0,1.5249,1184.0,983.0,667.0,1537.0,1046.0,2.0
3548,1098633600,26.5,44.9,1.5278,1189.0,965.0,670.0,1533.0,1060.0,2.0
3549,1098637200,25.0,50.1,1.563,1277.0,1043.0,614.0,1631.0,1155.0,2.5
3550,1098640800,22.9,57.6,1.5885,1482.0,1305.0,503.0,1874.0,1464.0,4.3
3551,1098648000,21.8,63.0,1.619,1324.0,1168.0,568.0,1716.0,1959.0,3.4
3552,1098651600,21.2,63.4,1.5748,1015.0,869.0,747.0,1439.0,1375.0,1.3
3553,1098655200,20.2,65.8,1.535,1010.0,860.0,768.0,1450.0,1212.0,1.2
3554,1098658800,18.4,71.5,1.5038,1081.0,938.0,697.0,1517.0,1273.0,1.7
3555,1098662400,17.9,72.4,1.4758,1071.0,936.0,695.0,1516.0,1249.0,1.7
3556,1098666000,16.9,75.4,1.4393,1014.0,864.0,745.0,1474.0,1097.0,1.4
3557,1098669600,16.5,75.5,1.4056,891.0,735.0,878.0,1353.0,933.0,0.9
3558,1098680400,16.2,76.9,1.4029,940.0,806.0,800.0,1392.0,1013.0,0.9
3559,1098684000,15.8,79.6,1.417,1020.0,866.0,749.0,1440.0,1087.0,1.2
3560,1098687600,16.0,76.3,1.3772,1316.0,1253.0,527.0,1780.0,1566.0,3.2
3561,1098691200,16.3,74.3,1.3644,1423.0,1429.0,467.0,1998.0,1631.0,4.4
3562,1098694800,18.7,66.3,1.414,1314.0,1262.0,531.0,1754.0,1564.0,3.5
3563,1098698400,20.5,60.2,1.4346,1317.0,1283.0,518.0,1812.0,1601.0,3.2
3564,1098702000,19.3,66.2,1.4706,1305.0,1245.0,524.0,1742.0,1539.0,3.0
3565,1098705600,20.0,63.9,1.4805,1351.0,1298.0,498.0,1821.0,1577.0,3.5
3566,1098709200,21.4,59.4,1.4928,1438.0,1425.0,451.0,1971.0,1732.0,4.0
3567,1098712800,21.5,60.9,1.5398,1454.0,1380.0,457.0,1947.0,1672.0,3.8
3568,1098716400,21.6,60.9,1.5551,1512.0,1441.0,432.0,2034.0,1744.0,4.2
3569,1098738000,18.5,73.4,1.5461,1319.0,1273.0,511.0,1806.0,1444.0,3.5
3570,1098741600,17.7,75.6,1.5226,1313.0,1285.0,505.0,1803.0,1373.0,3.5
3571,1098745200,18.5,70.4,1.487,1073.0,1005.0,661.0,1488.0,1110.0,1.9
3572,1098748800,17.0,76.1,1.4582,1119.0,1056.0,624.0,1562.0,1099.0,2.2
3573,1098752400,16.8,74.9,1.4258,989.0,900.0,737.0,1401.0,968.0,1.6
3574,1098756000,15.5,78.5,1.3782,912.0,788.0,822.0,1331.0,847.0,1.0
3575,1098766800,14.8,79.4,1.3312,902.0,809.0,835.0,1355.0,834.0,0.9
3576,1098770400,15.7,77.0,1.3591,981.0,923.0,730.0,1425.0,956.0,1.4
3577,1098774000,16.2,75.9,1.3872,1267.0,1260.0,572.0,1776.0,1259.0,3.0
3578,1098777600,16.3,75.9,1.3991,1392.0,1429.0,469.0,1990.0,1494.0,4.5
3579,1098781200,17.7,70.6,1.4202,1308.0,1285.0,522.0,1781.0,1458.0,3.8
3580,1098784800,18.3,67.6,1.4103,1313.0,1318.0,511.0,1820.0,1491.0,3.4
3581,1098788400,20.1,62.0,1.4409,1350.0,1299.0,518.0,1784.0,1560.0,3.5
3582,1098792000,22.6,54.5,1.4737,1477.0,1471.0,455.0,2031.0,1750.0,4.4
3583,1098795600,24.6,47.1,1.4378,1409.0,1393.0,484.0,1874.0,1709.0,4.0
3584,1098799200,24.9,48.3,1.4942,1495.0,1465.0,451.0,2043.0,1786.0,4.5
3585,1098820800,22.6,58.3,1.5829,1465.0,1404.0,468.0,1962.0,1736.0,5.0
3586,1098824400,21.0,57.4,1.4098,1076.0,972.0,691.0,1506.0,1192.0,2.1
3587,1098828000,19.8,63.7,1.4524,1055.0,895.0,758.0,1468.0,1043.0,1.4
3588,1098831600,17.7,78.8,1.5855,1075.0,878.0,734.0,1495.0,948.0,1.6
3589,1098835200,17.6,80.5,1.6062,1135.0,948.0,685.0,1569.0,992.0,2.0
3590,1098838800,17.4,81.3,1.6066,998.0,799.0,786.0,1435.0,867.0,1.2
3591,1098842400,17.4,81.0,1.6012,953.0,734.0,861.0,1401.0,825.0,0.8
3592,1098853200,16.8,81.3,1.5447,967.0,767.0,833.0,1416.0,866.0,0.7
3593,1098856800,17.6,78.8,1.5723,1164.0,997.0,641.0,1606.0,1113.0,1.7
3594,1098860400,18.0,75.7,1.5527,1421.0,1313.0,502.0,1983.0,1384.0,3.4
3595,1098864000,18.0,74.8,1.5281,1465.0,1515.0,454.0,2119.0,1516.0,4.9
3596,1098867600,18.2,74.0,1.5343,1189.0,1075.0,614.0,1652.0,1222.0,2.7
3597,1098871200,19.7,65.4,1.4854,1278.0,1182.0,585.0,1734.0,1354.0,3.2
3598,1098874800,21.0,57.9,1.4267,1169.0,1144.0,611.0,1666.0,1291.0,2.7
3599,1098878400,20.7,58.6,1.4142,1214.0,1203.0,580.0,1739.0,1308.0,3.2
3600,1098882000,19.5,67.1,1.506,1351.0,1345.0,502.0,1923.0,1420.0,4.1
3601,1098885600,18.5,76.2,1.6045,1340.0,1256.0,537.0,1842.0,1297.0,3.6
3602,1098889200,19.6,69.7,1.5675,1157.0,1131.0,623.0,1675.0,1157.0,2.8
3603,1098892800,19.9,65.3,1.5066,1118.0,1096.0,647.0,1649.0,1130.0,2.1
3604,1098896400,20.0,63.3,1.4622,1150.0,1173.0,608.0,1711.0,1195.0,2.4
3605,1098900000,19.2,66.4,1.4592,1247.0,1315.0,544.0,1874.0,1341.0,3.6
3606,1098903600,19.3,67.5,1.4977,1194.0,1198.0,587.0,1732.0,1228.0,2.6
3607,1098907200,18.2,71.4,1.4776,1184.0,1157.0,586.0,1685.0,1273.0,2.8
3608,1098910800,17.8,71.2,1.4396,990.0,898.0,748.0,1442.0,1006.0,1.4
3609,1098914400,17.6,69.9,1.3969,933.0,803.0,842.0,1369.0,898.0,1.1
3610,1098918000,16.0,75.9,1.3721,968.0,858.0,796.0,1388.0,894.0,1.3
3611,1098921600,16.9,72.0,1.3749,861.0,735.0,925.0,1287.0,789.0,0.9
3612,1098925200,15.7,76.3,1.3519,904.0,774.0,878.0,1329.0,805.0,1.0
3613,1098928800,14.8,78.7,1.3169,866.0,734.0,899.0,1299.0,770.0,0.9
3614,1098939600,15.2,78.0,1.3382,905.0,776.0,851.0,1327.0,825.0,0.8
3615,1098943200,15.5,77.2,1.3502,1055.0,977.0,703.0,1506.0,1013.0,1.6
3616,1098946800,15.7,76.4,1.3558,1328.0,1296.0,527.0,1829.0,1341.0,3.4
3617,1098950400,16.0,76.4,1.3751,1401.0,1449.0,477.0,1969.0,1528.0,4.4
3618,1098954000,16.7,73.8,1.3886,1291.0,1296.0,529.0,1752.0,1432.0,3.5
3619,1098957600,18.6,66.3,1.4047,1316.0,1314.0,526.0,1780.0,1499.0,3.4
3620,1098961200,20.4,58.1,1.3762,1116.0,1057.0,639.0,1532.0,1236.0,2.4
3621,1098964800,20.6,57.3,1.3792,1139.0,1088.0,625.0,1580.0,1180.0,2.3
3622,1098968400,21.6,53.6,1.3669,1165.0,1131.0,609.0,1640.0,1196.0,2.6
